,Team,Year,Week,Win,Team H/A/N,Opponent,Team Conference,Opponent Conference,Team YPPA 8 Game Avg,Team YPRA 8 Game Avg,Team TOP 8 Game Avg,Team TO 8 Game Avg,Team Points 8 Game Avg,Team Pen Yards 8 Game Avg,Opponent YPPA 8 Game Avg,Opponent YPRA 8 Game Avg,Opponent TOP 8 Game Avg,Opponent TO 8 Game Avg,Opponent Points 8 Game Avg,Opponent Pen Yards 8 Game Avg
9681,Western Kentucky,2012,7,1,A,Troy,Sun Belt,Sun Belt,7.079999999999997,4.36875,2155.625,1.375,26.5,61.0,7.732499999999997,3.2412499999999995,1622.375,2.5,24.125,71.375
9682,FIU,2012,8,0,A,Troy,Sun Belt,Sun Belt,7.512499999999999,3.5612499999999994,1783.0,1.75,26.875,74.375,7.381249999999998,3.6062499999999993,1639.625,2.375,24.625,73.125
9683,Florida Atlantic,2012,9,1,H,Troy,Sun Belt,Sun Belt,5.47,3.2799999999999994,1846.0,1.5,18.0,46.25,7.008749999999998,3.9774999999999996,1696.25,2.125,25.75,67.375
9684,Tennessee,2012,10,1,H,Troy,SEC,Sun Belt,7.773749999999998,4.624999999999999,1625.875,2.0,35.0,46.25,7.294999999999998,4.38875,1793.25,1.625,30.0,72.75
9685,Navy,2012,11,0,A,Troy,Independent,Sun Belt,9.261249999999999,4.75375,1915.5,1.25,26.0,24.875,7.507499999999998,4.29375,1805.5,1.625,30.25,63.625
9686,Arkansas State,2012,12,1,A,Troy,Sun Belt,Sun Belt,7.955000000000005,4.928750000000001,1771.0,0.875,33.25,51.375,8.097499999999997,4.285,1758.5,1.375,31.5,65.125
9687,Middle Tennessee,2012,13,1,H,Troy,Sun Belt,Sun Belt,7.97,4.4387500000000015,1697.125,1.375,30.875,44.25,7.899999999999996,4.2,1778.625,1.5,31.125,57.875
9688,UAB,2013,1,0,A,Troy,CUSA,Sun Belt,7.520000000000001,3.687500000000001,1762.875,2.125,28.25,57.875,8.329999999999995,4.32,1811.875,1.625,33.625,58.875
9689,Arkansas State,2013,3,1,H,Troy,Sun Belt,Sun Belt,8.936250000000005,4.727500000000001,1851.125,0.375,35.625,45.875,8.282499999999995,4.31625,1864.0,2.125,34.625,50.125
9690,Mississippi State,2013,4,1,H,Troy,SEC,Sun Belt,7.651249999999999,3.9324999999999983,1834.375,1.5,25.5,45.125,8.162499999999996,3.9725000000000006,1797.875,2.125,30.75,54.75
9691,Duke,2013,5,1,H,Troy,ACC,Sun Belt,7.392500000000003,4.304999999999999,1693.75,1.625,32.25,42.5,8.292499999999995,3.8600000000000008,1876.0,2.125,31.25,56.25
9692,South Alabama,2013,6,0,A,Troy,Sun Belt,Sun Belt,8.8825,4.03,1797.5,1.75,32.25,58.5,8.379999999999995,3.5625000000000004,1803.125,2.25,29.5,54.25
9693,Western Kentucky,2013,9,0,H,Troy,Sun Belt,Sun Belt,8.133749999999996,4.437499999999999,1992.5,2.625,24.5,48.875,8.241249999999996,3.3087500000000007,1751.375,2.125,28.375,63.0
9694,Louisiana Monroe,2013,10,1,A,Troy,Sun Belt,Sun Belt,5.6850000000000005,2.517500000000001,1811.5,2.375,17.0,39.25,7.604999999999996,3.6212500000000007,1779.75,2.25,28.75,65.375
9695,Louisiana Lafayette,2013,11,1,H,Troy,Sun Belt,Sun Belt,9.347499999999998,4.416250000000002,1784.25,1.375,34.25,40.375,7.643749999999996,3.623750000000001,1786.75,1.625,30.625,74.25
9696,Mississippi,2013,12,1,H,Troy,SEC,Sun Belt,8.440000000000001,4.33,1827.875,1.5,34.375,47.125,7.404999999999996,2.9800000000000013,1742.5,1.625,29.0,72.625
9697,Texas State,2013,14,0,A,Troy,Sun Belt,Sun Belt,6.816250000000001,4.20375,1867.125,1.5,25.75,68.75,7.693749999999996,3.1950000000000016,1707.625,1.125,30.0,79.0
9698,UAB,2014,1,1,H,Troy,CUSA,Sun Belt,7.49,4.496249999999999,1875.5,1.75,26.0,45.125,7.943749999999996,3.2087500000000015,1751.625,1.0,30.375,76.125
9699,Duke,2014,2,1,A,Troy,ACC,Sun Belt,6.567500000000002,4.447499999999998,1795.0,1.875,30.375,36.125,7.913749999999996,3.2100000000000013,1692.125,0.875,28.625,74.375
9700,Georgia,2014,4,1,H,Troy,SEC,Sun Belt,8.208749999999995,5.496249999999996,1727.75,1.0,40.75,50.75,7.432499999999996,2.996250000000001,1724.125,1.0,24.375,71.25
9701,Louisiana Monroe,2014,5,1,H,Troy,Sun Belt,Sun Belt,7.02375,2.842500000000001,1776.875,0.75,23.125,34.875,7.266249999999996,2.933750000000001,1737.25,1.0,22.875,63.875
9702,New Mexico State,2014,7,0,A,Troy,Sun Belt,Sun Belt,6.321250000000005,4.198750000000001,1655.5,2.5,24.0,32.0,7.311249999999996,3.201250000000001,1777.125,1.0,23.375,55.625
9703,South Alabama,2014,9,1,H,Troy,Sun Belt,Sun Belt,6.038749999999998,4.553749999999999,1835.125,0.875,24.625,47.25,7.296249999999997,3.098750000000001,1734.625,1.0,20.5,58.625
9704,Georgia State,2014,11,0,A,Troy,Sun Belt,Sun Belt,7.6971428571428575,3.204285714285714,1795.2857142857142,2.142857142857143,24.571428571428573,43.142857142857146,6.984999999999997,4.072500000000001,1787.625,0.75,23.5,55.625
9705,Idaho,2014,12,0,H,Troy,Sun Belt,Sun Belt,6.706249999999998,3.45625,1914.0,2.75,24.0,53.125,6.719999999999997,4.128750000000001,1862.5,0.875,22.5,55.25
9706,Louisiana Lafayette,2014,14,1,A,Troy,Sun Belt,Sun Belt,8.035,5.380000000000001,1984.25,0.75,34.5,50.875,6.909999999999997,4.365000000000001,1847.25,1.0,24.125,53.125
9707,Wisconsin,2015,3,1,H,Troy,Big 10,Sun Belt,7.407499999999999,5.432500000000002,1926.0,1.75,32.0,51.625,6.6562499999999964,4.212500000000001,1899.0,1.125,22.375,53.625
9708,South Alabama,2015,5,1,A,Troy,Sun Belt,Sun Belt,6.952499999999998,3.3874999999999993,1835.875,2.875,23.0,43.0,6.537499999999997,4.453750000000001,1848.5,1.25,24.625,57.5
9709,Mississippi State,2015,6,1,H,Troy,SEC,Sun Belt,8.042500000000002,3.8687499999999964,1655.5,1.0,27.5,39.75,6.037499999999997,4.441250000000001,1962.125,1.375,24.25,54.375
9710,Idaho,2015,7,1,A,Troy,Sun Belt,Sun Belt,6.08625,4.04375,1771.25,2.5,22.125,47.875,5.941249999999997,4.075000000000001,1900.875,1.625,21.125,54.125
9711,New Mexico State,2015,8,0,H,Troy,Sun Belt,Sun Belt,6.001250000000005,5.207500000000002,1770.375,1.75,24.5,61.125,6.126249999999996,4.427500000000001,1879.75,1.625,26.0,45.0
9712,Appalachian State,2015,9,1,H,Troy,Sun Belt,Sun Belt,10.513333333333334,5.683333333333333,1903.0,0.8333333333333334,41.833333333333336,55.5,6.368749999999997,3.916250000000001,1838.125,1.875,25.5,51.25
9713,Louisiana Monroe,2015,10,0,A,Troy,Sun Belt,Sun Belt,5.299999999999999,3.206250000000001,1660.875,2.625,16.625,64.0,6.456249999999996,3.802500000000001,1761.5,1.75,27.625,45.25
9714,Georgia Southern,2015,11,1,A,Troy,Sun Belt,Sun Belt,6.764285714285715,7.028571428571428,2064.285714285714,1.0,41.285714285714285,56.285714285714285,6.188749999999996,3.7987500000000014,1682.0,1.875,26.0,45.375
9715,Georgia State,2015,13,1,H,Troy,Sun Belt,Sun Belt,8.593750000000002,3.2337500000000006,1843.125,1.375,26.625,64.125,6.363749999999996,3.8975000000000013,1596.0,2.0,28.25,52.625
